ORGID,PARENT,OKFS,INN,OKPO,OKONH,SOOGU,OKOPF,KODREG,REGDATE,REGNUM,ORGNAME,ORGSNAME,COMMENT,FIZADDR,URADDR,POSTADDR,PHONE,FAX,EMAIL,WWW,MYORG,CONFDATE,MAINOKONH,OKBV,OCCUPATION,FIRST_DATE,LAST_DATE,OUT_REASON,OUT_DATE,SBM_ID,KODTERR,EXT_ID,HAS_BRON,F6_SHIFR,REGPL_ID,CHK_DATE,OKATO2,OKATO3,Feature1,Feature2,Feature3,OVK_ID,KODOKTMO,KODOKTMO2,REGPLACE,COMPUTERS,SOFTWARENUM,SOFTWARE,KPIS,COMPUTERSS,SOFTWARENUMS,KPISS,Kopf_Changed,Okved_Changed,SBM,OVK_NAME
204,,16,7705430375,50030375,"71200,71201",,12247,45286552000,2000-02-05,000.003.0375,"УНИВЕРСАМ № 0375","УНИВЕРСАМ № 0375",,"41 км МКАД, д. 79, к. 2","41 км МКАД, д. 79, к. 2","41 км МКАД, д. 79, к. 2",,,,,,2002-08-20,71200,30375-A1,"реализация товаров массового спроса",2000-01-04,2003-08-20,,,4,45286552000,204,0,01,4,2004-07-01,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
205,,42,7705410344,50010344,"14001,14010,14050",,12247,45286552000,2000-05-04,000.001.0344,"ЗАВОД № 0344","ЗАВОД № 0344",,"ул. Новаторов, д. 8, к. 1","ул. Новаторов, д. 8, к. 1","ул. Новаторов, д. 8, к. 1",111-1000,111-2000,,,,2002-08-08,14001,10344-A1,,2000-11-22,2003-08-08,,,1,45286552000,205,0,01,1,2003-10-13,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
206,,16,7705460363,50060363,,,,45286552000,2000-04-12,000.006.0363,ЧП-0363,ЧП-0363,,"Столичный бульвар, д. 1, к. 5","Столичный бульвар, д. 1, к. 5","Столичный бульвар, д. 1, к. 5",,,,,,2003-02-23,84000,60363-A1,коммерция,2000-05-07,2003-02-23,,,4,45286552000,206,0,01,1,2003-08-09,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
207,,16,7705460364,50060364,,,,45286552000,2000-10-12,000.006.0364,ЧП-0364,ЧП-0364,,"ул. Гагарина, д. 14","ул. Гагарина, д. 14","ул. Гагарина, д. 14",,,,,,2002-09-26,84000,60364-A1,коммерция,2000-03-08,2003-09-26,,,4,45286552000,207,0,01,1,2003-12-16,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
208,,16,7705460365,50060365,,,,45286552000,2000-12-13,000.006.0365,ЧП-0365,ЧП-0365,,"Новоясеневский пр-т, д. 19, к. 4","Новоясеневский пр-т, д. 19, к. 4","Новоясеневский пр-т, д. 19, к. 4",,,,,,2003-01-12,84000,60365-A1,коммерция,2000-09-10,2003-01-12,,,4,45286552000,208,0,01,1,2003-05-20,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
209,,16,7705430380,50030380,"71200,71201",,12247,45286552000,2000-06-14,000.003.0380,"УНИВЕРСАМ № 0380","УНИВЕРСАМ № 0380",,"2-я Грузинская улица, д. 23","2-я Грузинская улица, д. 23","2-я Грузинская улица, д. 23",,,,,,2003-04-12,71200,30380-A1,"реализация товаров массового спроса",2000-05-10,2003-04-12,,,4,45286552000,209,0,01,4,2004-02-29,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
210,,16,7705430383,50030383,"71200,71201",,12247,45286552000,2000-03-01,000.003.0383,"УНИВЕРСАМ № 0383","УНИВЕРСАМ № 0383",,"пр-т Мира, д. 76","пр-т Мира, д. 76","пр-т Мира, д. 76",,,,,,2002-09-17,71200,30383-A1,"реализация товаров массового спроса",2000-04-15,2003-09-17,,,4,45286552000,210,0,01,4,2003-10-15,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
211,,42,7705410359,50010359,"14001,14010,14050",,12247,45286552000,2000-07-14,000.001.0359,"ЗАВОД № 0359","ЗАВОД № 0359",,"ул. Гагарина, д. 1, к. 5","ул. Гагарина, д. 1, к. 5","ул. Гагарина, д. 1, к. 5",111-1000,111-2000,,,,2002-11-22,14001,10359-A1,,2000-04-02,2003-11-22,,,1,45286552000,211,0,01,1,2004-07-15,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
212,,16,7705460370,50060370,,,,45286552000,2000-07-29,000.006.0370,ЧП-0370,ЧП-0370,,"ул. Гвоздева, д. 61, к. 3","ул. Гвоздева, д. 61, к. 3","ул. Гвоздева, д. 61, к. 3",,,,,,2002-11-16,84000,60370-A1,коммерция,2000-01-19,2003-11-16,,,4,45286552000,212,0,01,1,2004-09-27,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
213,,16,7705460372,50060372,,,,45286552000,2000-07-02,000.006.0372,ЧП-0372,ЧП-0372,,"ул. Гагарина, д. 18, к. 5","ул. Гагарина, д. 18, к. 5","ул. Гагарина, д. 18, к. 5",,,,,,2003-03-02,84000,60372-A1,коммерция,2000-10-13,2003-03-02,,,4,45286552000,213,0,01,1,2004-01-07,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
214,,14,7705450340,50050340,"82000,82205",,,45286552000,2000-04-14,000.005.0340,ГУП-0340,ГУП-0340,,"ул. Новый Арбат, д. 30","ул. Новый Арбат, д. 30","ул. Новый Арбат, д. 30",,,,,,2003-03-18,82000,50340-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-03-12,2003-03-18,,,4,45286552000,214,0,03,1,2003-06-19,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
215,,12,7705420357,50020357,"91510,91511,91515,10.15.15",,12247,45286552000,2000-06-03,000.002.0357,"АПТЕКА № 0357","АПТЕКА № 0357",,"ул. Новый Арбат, д. 12","ул. Новый Арбат, д. 12","ул. Новый Арбат, д. 12",,,,,,2002-08-05,91510,20357-B,"торговля фармпрепаратами",2000-09-26,2003-08-05,,,1,45286552000,215,1,01,1,2004-02-29,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
216,,42,7705410364,50010364,"14001,14010,14050",,12247,45286552000,2000-05-21,000.001.0364,"ЗАВОД № 0364","ЗАВОД № 0364",,"пл. Победы, д. 60, к. 5","пл. Победы, д. 60, к. 5","пл. Победы, д. 60, к. 5",111-1000,111-2000,,,,2003-07-19,14001,10364-A1,,2000-01-17,2003-07-19,,,1,45286552000,216,0,01,1,2004-01-19,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
217,,16,7705460374,50060374,,,,45286552000,2000-09-18,000.006.0374,ЧП-0374,ЧП-0374,,"пр-т Горького, д. 66, к. 4","пр-т Горького, д. 66, к. 4","пр-т Горького, д. 66, к. 4",,,,,,2003-02-27,84000,60374-A1,коммерция,2000-06-15,2003-02-27,,,4,45286552000,217,0,01,1,2003-07-08,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
218,,16,7705460379,50060379,,,,45286552000,2000-04-12,000.006.0379,ЧП-0379,ЧП-0379,,"ул. Гвоздева, д. 80","ул. Гвоздева, д. 80","ул. Гвоздева, д. 80",,,,,,2003-05-03,84000,60379-A1,коммерция,2000-09-20,2003-05-03,,,4,45286552000,218,0,01,1,2003-12-21,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
219,,12,7705420361,50020361,"91510,91511,91515,10.15.15",,12247,45286552000,2000-11-06,000.002.0361,"АПТЕКА № 0361","АПТЕКА № 0361",,"2-я Грузинская улица, д. 24","2-я Грузинская улица, д. 24","2-я Грузинская улица, д. 24",,,,,,2002-12-13,91510,20361-B,"торговля фармпрепаратами",2000-11-05,2003-12-13,,,1,45286552000,219,1,01,1,2004-01-01,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
220,,14,7705450343,50050343,"82000,82205",,,45286552000,2000-04-19,000.005.0343,ГУП-0343,ГУП-0343,,"пл. Победы, д. 54, к. 4","пл. Победы, д. 54, к. 4","пл. Победы, д. 54, к. 4",,,,,,2003-07-04,82000,50343-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-02-05,2003-07-04,,,4,45286552000,220,0,03,1,2003-10-02,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
221,,16,7705430393,50030393,"71200,71201",,12247,45286552000,2000-05-24,000.003.0393,"УНИВЕРСАМ № 0393","УНИВЕРСАМ № 0393",,"пр-т Горького, д. 26, к. 1","пр-т Горького, д. 26, к. 1","пр-т Горького, д. 26, к. 1",,,,,,2003-05-09,71200,30393-A1,"реализация товаров массового спроса",2000-06-20,2003-05-09,,,4,45286552000,221,0,01,4,2003-09-24,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
222,,42,7705410371,50010371,"14001,14010,14050",,12247,45286552000,2000-08-23,000.001.0371,"ЗАВОД № 0371","ЗАВОД № 0371",,"ул. Теплый Стан, д. 1","ул. Теплый Стан, д. 1","ул. Теплый Стан, д. 1",111-1000,111-2000,,,,2003-03-24,14001,10371-A1,,2000-10-01,2003-03-24,,,1,45286552000,222,0,01,1,2004-03-01,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
223,,12,7705420363,50020363,"91510,91511,91515,10.15.15",,12247,45286552000,2000-02-22,000.002.0363,"АПТЕКА № 0363","АПТЕКА № 0363",,"ул. Новаторов, д. 36","ул. Новаторов, д. 36","ул. Новаторов, д. 36",,,,,,2002-10-26,91510,20363-B,"торговля фармпрепаратами",2000-07-25,2003-10-26,,,1,45286552000,223,1,01,1,2004-06-01,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
224,,12,7705420365,50020365,"91510,91511,91515,10.15.15",,12247,45286552000,2000-08-13,000.002.0365,"АПТЕКА № 0365","АПТЕКА № 0365",,"ул. Гагарина, д. 30, к. 4","ул. Гагарина, д. 30, к. 4","ул. Гагарина, д. 30, к. 4",,,,,,2003-06-22,91510,20365-B,"торговля фармпрепаратами",2000-10-31,2003-06-22,,,1,45286552000,224,1,01,1,2003-07-05,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
225,,14,7705440372,50040372,,,75000,45286552000,2000-02-14,000.004.0372,"ШКОЛА № 0372","ШКОЛА № 0372",,"пр-т Горького, д. 92","пр-т Горького, д. 92","пр-т Горького, д. 92",,,,,,2003-01-16,92100,40372-B-Арб,образование,2000-08-17,2003-01-16,,,4,45286552000,225,1,01,1,2003-05-20,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
226,,14,7705440373,50040373,,,75000,45286552000,2000-12-06,000.004.0373,"ШКОЛА № 0373","ШКОЛА № 0373",,"ул. Ленина, д. 12, к. 5","ул. Ленина, д. 12, к. 5","ул. Ленина, д. 12, к. 5",,,,,,2003-01-01,92100,40373-A1,образование,2000-10-11,2003-01-01,,,4,45286552000,226,0,01,1,2003-01-26,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
227,,42,7705410379,50010379,"14001,14010,14050",,12247,45286552000,2000-10-08,000.001.0379,"ЗАВОД № 0379","ЗАВОД № 0379",,"2-й пер. Призывников, д. 25","2-й пер. Призывников, д. 25","2-й пер. Призывников, д. 25",111-1000,111-2000,,,,2003-07-10,14001,10379-A1,,2000-02-09,2003-07-10,,,1,45286552000,227,0,01,1,2003-10-03,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
228,,16,7705430399,50030399,"71200,71201",,12247,45286552000,2000-06-18,000.003.0399,"УНИВЕРСАМ № 0399","УНИВЕРСАМ № 0399",,"Столичный бульвар, д. 70","Столичный бульвар, д. 70","Столичный бульвар, д. 70",,,,,,2003-01-04,71200,30399-A1,"реализация товаров массового спроса",2000-02-14,2003-01-04,,,4,45286552000,228,0,01,4,2003-12-24,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
229,,16,7705430405,50030405,"71200,71201",,12247,45286552000,2000-01-27,000.003.0405,"УНИВЕРСАМ № 0405","УНИВЕРСАМ № 0405",,"41 км МКАД, д. 9","41 км МКАД, д. 9","41 км МКАД, д. 9",,,,,,2003-06-01,71200,30405-A1,"реализация товаров массового спроса",2000-02-14,2003-06-01,,,4,45286552000,229,0,01,4,2003-11-02,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
230,,16,7705430408,50030408,"71200,71201",,12247,45286552000,2000-03-23,000.003.0408,"УНИВЕРСАМ № 0408","УНИВЕРСАМ № 0408",,"тупик Совхозный, д. 21","тупик Совхозный, д. 21","тупик Совхозный, д. 21",,,,,,2003-01-30,71200,30408-A1,"реализация товаров массового спроса",2000-10-08,2003-01-30,,,4,45286552000,230,0,01,4,2003-05-26,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
231,,42,7705410391,50010391,"14001,14010,14050",,12247,45286552000,2000-11-21,000.001.0391,"ЗАВОД № 0391","ЗАВОД № 0391",,"Яблоневая аллея, д. 64, к. 5","Яблоневая аллея, д. 64, к. 5","Яблоневая аллея, д. 64, к. 5",111-1000,111-2000,,,,2002-09-20,14001,10391-A1,,2000-10-31,2003-09-20,,,1,45286552000,231,0,01,1,2004-06-02,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
232,,14,7705450364,50050364,"82000,82205",,,45286552000,2000-02-25,000.005.0364,ГУП-0364,ГУП-0364,,"ул. Ленина, д. 71","ул. Ленина, д. 71","ул. Ленина, д. 71",,,,,,2002-08-15,82000,50364-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-03-22,2003-08-15,,,4,45286552000,232,0,03,1,2003-10-07,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
233,,12,7705420380,50020380,"91510,91511,91515,10.15.15",,12247,45286552000,2000-09-14,000.002.0380,"АПТЕКА № 0380","АПТЕКА № 0380",,"Новоясеневский пр-т, д. 97, к. 1","Новоясеневский пр-т, д. 97, к. 1","Новоясеневский пр-т, д. 97, к. 1",,,,,,2002-11-12,91510,20380-B,"торговля фармпрепаратами",2000-04-26,2003-11-12,,,1,45286552000,233,1,01,1,2004-01-27,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
234,,16,7705460395,50060395,,,,45286552000,2000-08-16,000.006.0395,ЧП-0395,ЧП-0395,,"тупик Совхозный, д. 32, к. 3","тупик Совхозный, д. 32, к. 3","тупик Совхозный, д. 32, к. 3",,,,,,2003-05-30,84000,60395-A1,коммерция,2000-03-18,2003-05-30,,,4,45286552000,234,0,01,1,2003-10-06,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
235,,14,7705440387,50040387,,,75000,45286552000,2000-04-07,000.004.0387,"ШКОЛА № 0387","ШКОЛА № 0387",,"тупик Совхозный, д. 13","тупик Совхозный, д. 13","тупик Совхозный, д. 13",,,,,,2002-12-11,92100,40387-A1,образование,2000-02-03,2003-12-11,,,4,45286552000,235,0,01,1,2004-01-15,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
236,,16,7705430419,50030419,"71200,71201",,12247,45286552000,2000-07-29,000.003.0419,"УНИВЕРСАМ № 0419","УНИВЕРСАМ № 0419",,"ул. Теплый Стан, д. 81","ул. Теплый Стан, д. 81","ул. Теплый Стан, д. 81",,,,,,2002-08-17,71200,30419-A1,"реализация товаров массового спроса",2000-04-03,2003-08-17,,,4,45286552000,236,0,01,4,2004-05-30,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
237,,14,7705440390,50040390,,,75000,45286552000,2000-12-15,000.004.0390,"ШКОЛА № 0390","ШКОЛА № 0390",,"пр-т Мира, д. 62","пр-т Мира, д. 62","пр-т Мира, д. 62",,,,,,2002-09-29,92100,40390-A1,образование,2000-08-09,2003-09-29,,,4,45286552000,237,0,01,1,2004-03-25,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
239,,12,7705420389,50020389,"91510,91511,91515,10.15.15",,12247,45286552000,2000-09-06,000.002.0389,"АПТЕКА № 0389","АПТЕКА № 0389",,"пр-т Горького, д. 36","пр-т Горького, д. 36","пр-т Горького, д. 36",,,,,,2002-11-04,91510,20389-B,"торговля фармпрепаратами",2000-04-07,2003-11-04,,,1,45286552000,239,1,01,1,2003-11-16,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
240,,16,7705460403,50060403,,,,45286552000,2000-11-29,000.006.0403,ЧП-0403,ЧП-0403,,"Новоясеневский пр-т, д. 73","Новоясеневский пр-т, д. 73","Новоясеневский пр-т, д. 73",,,,,,2002-09-02,84000,60403-A1,коммерция,2000-03-06,2003-09-02,,,4,45286552000,240,0,01,1,2004-02-21,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
241,,12,7705420390,50020390,"91510,91511,91515,10.15.15",,12247,45286552000,2000-08-19,000.002.0390,"АПТЕКА № 0390","АПТЕКА № 0390",,"ул. Островитянова, д. 11, к. 1","ул. Островитянова, д. 11, к. 1","ул. Островитянова, д. 11, к. 1",,,,,,2002-11-15,91510,20390-B,"торговля фармпрепаратами",2000-07-24,2003-11-15,,,1,45286552000,241,1,01,1,2004-02-10,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
242,,16,7705460406,50060406,,,,45286552000,2000-02-28,000.006.0406,ЧП-0406,ЧП-0406,,"Столичный бульвар, д. 89, к. 4","Столичный бульвар, д. 89, к. 4","Столичный бульвар, д. 89, к. 4",,,,,,2003-03-13,84000,60406-A1,коммерция,2000-01-11,2003-03-13,,,4,45286552000,242,0,01,1,2003-06-02,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
243,,14,7705450377,50050377,"82000,82205",,,45286552000,2000-04-10,000.005.0377,ГУП-0377,ГУП-0377,,"пер. Маяковского, д. 44, к. 3","пер. Маяковского, д. 44, к. 3","пер. Маяковского, д. 44, к. 3",,,,,,2003-04-25,82000,50377-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-04-09,2003-04-25,,,4,45286552000,243,0,03,1,2004-02-04,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
244,,16,7705460408,50060408,,,,45286552000,2000-01-16,000.006.0408,ЧП-0408,ЧП-0408,,"пер. Маяковского, д. 91, к. 5","пер. Маяковского, д. 91, к. 5","пер. Маяковского, д. 91, к. 5",,,,,,2003-04-20,84000,60408-A1,коммерция,2000-11-07,2003-04-20,,,4,45286552000,244,0,01,1,2003-09-07,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
245,,42,7705410405,50010405,"14001,14010,14050",,12247,45286552000,2000-06-20,000.001.0405,"ЗАВОД № 0405","ЗАВОД № 0405",,"2-й пер. Призывников, д. 34","2-й пер. Призывников, д. 34","2-й пер. Призывников, д. 34",111-1000,111-2000,,,,2003-03-05,14001,10405-A1,,2000-07-21,2003-03-05,,,1,45286552000,245,0,01,1,2003-11-21,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
246,,16,7705430428,50030428,"71200,71201",,12247,45286552000,2000-06-02,000.003.0428,"УНИВЕРСАМ № 0428","УНИВЕРСАМ № 0428",,"ул. Теплый Стан, д. 36, к. 2","ул. Теплый Стан, д. 36, к. 2","ул. Теплый Стан, д. 36, к. 2",,,,,,2002-09-02,71200,30428-A1,"реализация товаров массового спроса",2000-04-18,2003-09-02,,,4,45286552000,246,0,01,4,2003-09-25,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
